,chemsys,nsites,structure_dict
2251_CsHgAmF,Am-Cs-F-Hg,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.9268353561341485, 4.9268353561341485], [4.9268353561341485, 0.0, 4.9268353561341485], [4.9268353561341485, 4.9268353561341485, 0.0]], 'pbc': (True, True, True), 'a': 6.96759738022419, 'b': 6.96759738022419, 'c': 6.96759738022419, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 239.18511206327776}, 'properties': {}, 'sites': [{'species': [{'element': 'Hg', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Hg', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Am', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Am', 'xyz': [4.9268353561341485, 4.9268353561341485, 4.9268353561341485]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.4634176780670742, 2.4634176780670742, 2.4634176780670742]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.390253034201223, 7.390253034201223, 7.390253034201223]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7185165022098801, 0.2814834977901199, 0.2814834977901199], 'properties': {}, 'label': 'F', 'xyz': [2.773645698161342, 4.9268353561341485, 4.9268353561341485]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2814834977901199, 0.7185165022098801, 0.7185165022098801], 'properties': {}, 'label': 'F', 'xyz': [7.080025014106954, 4.9268353561341485, 4.9268353561341485]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2814834977901199, 0.7185165022098801, 0.2814834977901199], 'properties': {}, 'label': 'F', 'xyz': [4.9268353561341485, 2.773645698161342, 4.9268353561341485]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7185165022098801, 0.2814834977901199, 0.7185165022098801], 'properties': {}, 'label': 'F', 'xyz': [4.9268353561341485, 7.080025014106954, 4.9268353561341485]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2814834977901199, 0.2814834977901199, 0.7185165022098801], 'properties': {}, 'label': 'F', 'xyz': [4.9268353561341485, 4.9268353561341485, 2.773645698161342]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7185165022098801, 0.7185165022098801, 0.2814834977901199], 'properties': {}, 'label': 'F', 'xyz': [4.9268353561341485, 4.9268353561341485, 7.080025014106954]}]}"
2255_CsNiRaF,Cs-F-Ni-Ra,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.589065989555151, 4.589065989555151], [4.589065989555151, 0.0, 4.589065989555151], [4.589065989555151, 4.589065989555151, 0.0]], 'pbc': (True, True, True), 'a': 6.489919361054003, 'b': 6.489919361054003, 'c': 6.489919361054003, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 193.28711507087328}, 'properties': {}, 'sites': [{'species': [{'element': 'Ni', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Ni', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ra', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ra', 'xyz': [4.589065989555151, 4.589065989555151, 4.589065989555151]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.2945329947775757, 2.2945329947775757, 2.2945329947775757]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [6.8835989843327265, 6.8835989843327265, 6.8835989843327265]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7806515330492161, 0.2193484669507839, 0.2193484669507839], 'properties': {}, 'label': 'F', 'xyz': [2.013209179089809, 4.589065989555151, 4.589065989555151]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2193484669507839, 0.7806515330492161, 0.7806515330492161], 'properties': {}, 'label': 'F', 'xyz': [7.164922800020493, 4.589065989555151, 4.589065989555151]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2193484669507839, 0.7806515330492161, 0.2193484669507839], 'properties': {}, 'label': 'F', 'xyz': [4.589065989555151, 2.013209179089809, 4.589065989555151]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7806515330492161, 0.2193484669507839, 0.7806515330492161], 'properties': {}, 'label': 'F', 'xyz': [4.589065989555151, 7.164922800020493, 4.589065989555151]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2193484669507839, 0.2193484669507839, 0.7806515330492161], 'properties': {}, 'label': 'F', 'xyz': [4.589065989555151, 4.589065989555151, 2.013209179089809]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7806515330492161, 0.7806515330492161, 0.2193484669507839], 'properties': {}, 'label': 'F', 'xyz': [4.589065989555151, 4.589065989555151, 7.164922800020493]}]}"
2266_CsFeRaF,Cs-F-Fe-Ra,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.540482454128124, 4.540482454128124], [4.540482454128124, 0.0, 4.540482454128124], [4.540482454128124, 4.540482454128124, 0.0]], 'pbc': (True, True, True), 'a': 6.421211866345068, 'b': 6.421211866345068, 'c': 6.421211866345068, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 187.21299924970458}, 'properties': {}, 'sites': [{'species': [{'element': 'Fe', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Fe', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ra', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ra', 'xyz': [4.540482454128124, 4.540482454128124, 4.540482454128124]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.270241227064062, 2.270241227064062, 2.270241227064062]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [6.8107236811921865, 6.8107236811921865, 6.8107236811921865]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7837407102759997, 0.2162592897240003, 0.2162592897240003], 'properties': {}, 'label': 'F', 'xyz': [1.963843021068068, 4.540482454128124, 4.540482454128124]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2162592897240003, 0.7837407102759997, 0.7837407102759997], 'properties': {}, 'label': 'F', 'xyz': [7.117121887188181, 4.540482454128124, 4.540482454128124]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2162592897240003, 0.7837407102759997, 0.2162592897240003], 'properties': {}, 'label': 'F', 'xyz': [4.540482454128124, 1.963843021068068, 4.540482454128124]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7837407102759997, 0.2162592897240003, 0.7837407102759997], 'properties': {}, 'label': 'F', 'xyz': [4.540482454128124, 7.117121887188181, 4.540482454128124]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2162592897240003, 0.2162592897240003, 0.7837407102759997], 'properties': {}, 'label': 'F', 'xyz': [4.540482454128124, 4.540482454128124, 1.963843021068068]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7837407102759997, 0.7837407102759997, 0.2162592897240003], 'properties': {}, 'label': 'F', 'xyz': [4.540482454128124, 4.540482454128124, 7.117121887188181]}]}"
2269_CsCoRaF,Co-Cs-F-Ra,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.6121366789768965, 4.6121366789768965], [4.6121366789768965, 0.0, 4.6121366789768965], [4.6121366789768965, 4.6121366789768965, 0.0]], 'pbc': (True, True, True), 'a': 6.5225462429275325, 'b': 6.5225462429275325, 'c': 6.5225462429275325, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 196.2169417901014}, 'properties': {}, 'sites': [{'species': [{'element': 'Co', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Co', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ra', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ra', 'xyz': [4.6121366789768965, 4.6121366789768965, 4.6121366789768965]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.3060683394884482, 2.3060683394884482, 2.3060683394884482]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [6.918205018465345, 6.918205018465345, 6.918205018465345]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7793633480530033, 0.2206366519469967, 0.2206366519469967], 'properties': {}, 'label': 'F', 'xyz': [2.0352127903428054, 4.6121366789768965, 4.6121366789768965]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2206366519469967, 0.7793633480530033, 0.7793633480530033], 'properties': {}, 'label': 'F', 'xyz': [7.189060567610988, 4.6121366789768965, 4.6121366789768965]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2206366519469967, 0.7793633480530033, 0.2206366519469967], 'properties': {}, 'label': 'F', 'xyz': [4.6121366789768965, 2.0352127903428054, 4.6121366789768965]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7793633480530033, 0.2206366519469967, 0.7793633480530033], 'properties': {}, 'label': 'F', 'xyz': [4.6121366789768965, 7.189060567610988, 4.6121366789768965]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2206366519469967, 0.2206366519469967, 0.7793633480530033], 'properties': {}, 'label': 'F', 'xyz': [4.6121366789768965, 4.6121366789768965, 2.0352127903428054]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7793633480530033, 0.7793633480530033, 0.2206366519469967], 'properties': {}, 'label': 'F', 'xyz': [4.6121366789768965, 4.6121366789768965, 7.189060567610988]}]}"
2308_CsMgRaF,Cs-F-Mg-Ra,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.595583630382018, 4.595583630382018], [4.595583630382018, 0.0, 4.595583630382018], [4.595583630382018, 4.595583630382018, 0.0]], 'pbc': (True, True, True), 'a': 6.499136697106035, 'b': 6.499136697106035, 'c': 6.499136697106035, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 194.11183586027306}, 'properties': {}, 'sites': [{'species': [{'element': 'Mg', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Mg', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ra', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ra', 'xyz': [4.595583630382018, 4.595583630382018, 4.595583630382018]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.297791815191009, 2.297791815191009, 2.297791815191009]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [6.893375445573027, 6.893375445573027, 6.893375445573027]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7815017347689945, 0.2184982652310055, 0.2184982652310055], 'properties': {}, 'label': 'F', 'xyz': [2.0082541019249547, 4.595583630382018, 4.595583630382018]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2184982652310055, 0.7815017347689945, 0.7815017347689945], 'properties': {}, 'label': 'F', 'xyz': [7.1829131588390815, 4.595583630382018, 4.595583630382018]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2184982652310055, 0.7815017347689945, 0.2184982652310055], 'properties': {}, 'label': 'F', 'xyz': [4.595583630382018, 2.0082541019249547, 4.595583630382018]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7815017347689945, 0.2184982652310055, 0.7815017347689945], 'properties': {}, 'label': 'F', 'xyz': [4.595583630382018, 7.1829131588390815, 4.595583630382018]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2184982652310055, 0.2184982652310055, 0.7815017347689945], 'properties': {}, 'label': 'F', 'xyz': [4.595583630382018, 4.595583630382018, 2.0082541019249547]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7815017347689945, 0.7815017347689945, 0.2184982652310055], 'properties': {}, 'label': 'F', 'xyz': [4.595583630382018, 4.595583630382018, 7.1829131588390815]}]}"
2321_CsGeRaF,Cs-F-Ge-Ra,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.798184852708529, 4.798184852708529], [4.798184852708529, 0.0, 4.798184852708529], [4.798184852708529, 4.798184852708529, 0.0]], 'pbc': (True, True, True), 'a': 6.785658093473552, 'b': 6.785658093473552, 'c': 6.785658093473552, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 220.9331689155451}, 'properties': {}, 'sites': [{'species': [{'element': 'Ge', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Ge', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ra', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ra', 'xyz': [4.798184852708529, 4.798184852708529, 4.798184852708529]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.3990924263542643, 2.3990924263542643, 2.3990924263542643]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.197277279062793, 7.197277279062793, 7.197277279062793]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7684998841173183, 0.2315001158826817, 0.2315001158826817], 'properties': {}, 'label': 'F', 'xyz': [2.221560698857105, 4.798184852708529, 4.798184852708529]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2315001158826817, 0.7684998841173183, 0.7684998841173183], 'properties': {}, 'label': 'F', 'xyz': [7.3748090065599525, 4.798184852708529, 4.798184852708529]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2315001158826817, 0.7684998841173183, 0.2315001158826817], 'properties': {}, 'label': 'F', 'xyz': [4.798184852708529, 2.221560698857105, 4.798184852708529]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7684998841173183, 0.2315001158826817, 0.7684998841173183], 'properties': {}, 'label': 'F', 'xyz': [4.798184852708529, 7.3748090065599525, 4.798184852708529]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2315001158826817, 0.2315001158826817, 0.7684998841173183], 'properties': {}, 'label': 'F', 'xyz': [4.798184852708529, 4.798184852708529, 2.221560698857105]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7684998841173183, 0.7684998841173183, 0.2315001158826817], 'properties': {}, 'label': 'F', 'xyz': [4.798184852708529, 4.798184852708529, 7.3748090065599525]}]}"
2322_CsCuRaF,Cs-Cu-F-Ra,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.607397836909849, 4.607397836909849], [4.607397836909849, 0.0, 4.607397836909849], [4.607397836909849, 4.607397836909849, 0.0]], 'pbc': (True, True, True), 'a': 6.515844508206369, 'b': 6.515844508206369, 'c': 6.515844508206369, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 195.61274067636197}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Cu', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ra', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ra', 'xyz': [4.607397836909849, 4.607397836909849, 4.607397836909849]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.3036989184549244, 2.3036989184549244, 2.3036989184549244]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [6.911096755364773, 6.911096755364773, 6.911096755364773]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7789682809407878, 0.2210317190592122, 0.2210317190592122], 'properties': {}, 'label': 'F', 'xyz': [2.0367621285637596, 4.607397836909849, 4.607397836909849]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2210317190592122, 0.7789682809407878, 0.7789682809407878], 'properties': {}, 'label': 'F', 'xyz': [7.178033545255938, 4.607397836909849, 4.607397836909849]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2210317190592122, 0.7789682809407878, 0.2210317190592122], 'properties': {}, 'label': 'F', 'xyz': [4.607397836909849, 2.0367621285637596, 4.607397836909849]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7789682809407878, 0.2210317190592122, 0.7789682809407878], 'properties': {}, 'label': 'F', 'xyz': [4.607397836909849, 7.178033545255938, 4.607397836909849]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2210317190592122, 0.2210317190592122, 0.7789682809407878], 'properties': {}, 'label': 'F', 'xyz': [4.607397836909849, 4.607397836909849, 2.0367621285637596]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7789682809407878, 0.7789682809407878, 0.2210317190592122], 'properties': {}, 'label': 'F', 'xyz': [4.607397836909849, 4.607397836909849, 7.178033545255938]}]}"
2324_CsCaAmF,Am-Ca-Cs-F,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.640295711414264, 4.640295711414264], [4.640295711414264, 0.0, 4.640295711414264], [4.640295711414264, 4.640295711414264, 0.0]], 'pbc': (True, True, True), 'a': 6.562369128503761, 'b': 6.562369128503761, 'c': 6.562369128503761, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 199.8328897253144}, 'properties': {}, 'sites': [{'species': [{'element': 'Ca', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Ca', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Am', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Am', 'xyz': [4.640295711414264, 4.640295711414264, 4.640295711414264]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.320147855707132, 2.320147855707132, 2.320147855707132]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [6.960443567121395, 6.960443567121395, 6.960443567121395]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7586106478915937, 0.2413893521084063, 0.2413893521084063], 'properties': {}, 'label': 'F', 'xyz': [2.240235950739411, 4.640295711414264, 4.640295711414264]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2413893521084063, 0.7586106478915937, 0.7586106478915937], 'properties': {}, 'label': 'F', 'xyz': [7.040355472089116, 4.640295711414264, 4.640295711414264]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2413893521084063, 0.7586106478915937, 0.2413893521084063], 'properties': {}, 'label': 'F', 'xyz': [4.640295711414264, 2.240235950739411, 4.640295711414264]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7586106478915937, 0.2413893521084063, 0.7586106478915937], 'properties': {}, 'label': 'F', 'xyz': [4.640295711414264, 7.040355472089116, 4.640295711414264]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2413893521084063, 0.2413893521084063, 0.7586106478915937], 'properties': {}, 'label': 'F', 'xyz': [4.640295711414264, 4.640295711414264, 2.240235950739411]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7586106478915937, 0.7586106478915937, 0.2413893521084063], 'properties': {}, 'label': 'F', 'xyz': [4.640295711414264, 4.640295711414264, 7.040355472089116]}]}"
2330_CsZnRaF,Cs-F-Ra-Zn,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.625173336526502, 4.625173336526502], [4.625173336526502, 0.0, 4.625173336526502], [4.625173336526502, 4.625173336526502, 0.0]], 'pbc': (True, True, True), 'a': 6.540982860842198, 'b': 6.540982860842198, 'c': 6.540982860842198, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 197.8855287435977}, 'properties': {}, 'sites': [{'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Zn', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ra', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ra', 'xyz': [4.625173336526502, 4.625173336526502, 4.625173336526502]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.312586668263251, 2.312586668263251, 2.312586668263251]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [6.937760004789753, 6.937760004789753, 6.937760004789753]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7784607127116132, 0.2215392872883868, 0.2215392872883868], 'properties': {}, 'label': 'F', 'xyz': [2.0493152091186624, 4.625173336526502, 4.625173336526502]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2215392872883868, 0.7784607127116132, 0.7784607127116132], 'properties': {}, 'label': 'F', 'xyz': [7.201031463934342, 4.625173336526502, 4.625173336526502]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2215392872883868, 0.7784607127116132, 0.2215392872883868], 'properties': {}, 'label': 'F', 'xyz': [4.625173336526502, 2.0493152091186624, 4.625173336526502]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7784607127116132, 0.2215392872883868, 0.7784607127116132], 'properties': {}, 'label': 'F', 'xyz': [4.625173336526502, 7.201031463934342, 4.625173336526502]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2215392872883868, 0.2215392872883868, 0.7784607127116132], 'properties': {}, 'label': 'F', 'xyz': [4.625173336526502, 4.625173336526502, 2.0493152091186624]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7784607127116132, 0.7784607127116132, 0.2215392872883868], 'properties': {}, 'label': 'F', 'xyz': [4.625173336526502, 4.625173336526502, 7.201031463934342]}]}"
2344_CsMnRaF,Cs-F-Mn-Ra,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.685223218821738, 4.685223218821738], [4.685223218821738, 0.0, 4.685223218821738], [4.685223218821738, 4.685223218821738, 0.0]], 'pbc': (True, True, True), 'a': 6.6259062188030295, 'b': 6.6259062188030295, 'c': 6.6259062188030295, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 205.69363653150455}, 'properties': {}, 'sites': [{'species': [{'element': 'Mn', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Mn', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ra', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ra', 'xyz': [4.685223218821738, 4.685223218821738, 4.685223218821738]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.342611609410869, 2.342611609410869, 2.342611609410869]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.027834828232607, 7.027834828232607, 7.027834828232607]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7748503401392313, 0.2251496598607687, 0.2251496598607687], 'properties': {}, 'label': 'F', 'xyz': [2.1097528281789804, 4.685223218821738, 4.685223218821738]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2251496598607687, 0.7748503401392313, 0.7748503401392313], 'properties': {}, 'label': 'F', 'xyz': [7.260693609464496, 4.685223218821738, 4.685223218821738]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2251496598607687, 0.7748503401392313, 0.2251496598607687], 'properties': {}, 'label': 'F', 'xyz': [4.685223218821738, 2.1097528281789804, 4.685223218821738]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7748503401392313, 0.2251496598607687, 0.7748503401392313], 'properties': {}, 'label': 'F', 'xyz': [4.685223218821738, 7.260693609464496, 4.685223218821738]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.2251496598607687, 0.2251496598607687, 0.7748503401392313], 'properties': {}, 'label': 'F', 'xyz': [4.685223218821738, 4.685223218821738, 2.1097528281789804]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.7748503401392313, 0.7748503401392313, 0.2251496598607687], 'properties': {}, 'label': 'F', 'xyz': [4.685223218821738, 4.685223218821738, 7.260693609464496]}]}"
